                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.10985,                0.77019,                0.88176,                 0.4997,                0.99947,                0.53228,                0.53228,                0.15301,                0.80228,                0.49715,              0.0012379,              0.0012379,              0.0012379
                     28,                0.10115,                0.76608,                0.86735,                0.49928,                      1,                0.53251,                 0.5297,                0.18132,                 0.7851,                0.52102,              0.0012214,              0.0012214,              0.0012214
                     29,                0.09863,                0.76552,                0.86665,                0.49992,                      1,                0.51843,                0.51843,                0.12448,                0.77656,                0.46633,              0.0012049,              0.0012049,              0.0012049
                     30,                0.09982,                0.76261,                0.86612,                0.49849,                      1,                0.51991,                 0.5198,                0.15668,                0.78804,                0.50095,              0.0011884,              0.0011884,              0.0011884
                     31,                0.09491,                0.76599,                0.86536,                0.49957,                      1,                 0.5169,                 0.5158,                0.14812,                 0.7786,                0.49308,              0.0011719,              0.0011719,              0.0011719
                     32,                0.09457,                0.76722,                0.87217,                0.49755,                0.99933,                 0.5341,                 0.5341,                0.13479,                0.81186,                0.48136,              0.0011554,              0.0011554,              0.0011554
                     33,                0.12891,                0.80814,                0.90857,                0.49955,                0.99769,                 0.5355,                0.53516,                0.15097,                0.76918,                  0.503,              0.0011389,              0.0011389,              0.0011389
                     34,                0.09133,                0.76121,                 0.8657,                0.49804,                0.99769,                 0.5174,                0.50526,                0.17312,                0.82404,                0.53925,              0.0011224,              0.0011224,              0.0011224
                     35,                0.09062,                0.75761,                0.86818,                0.49882,                      1,                0.53641,                0.53641,                0.12114,                0.79401,                0.46486,              0.0011059,              0.0011059,              0.0011059
                     36,                0.09204,                0.75973,                0.87136,                0.49927,                      1,                0.52836,                0.52835,                0.16113,                0.77375,                0.49802,              0.0010894,              0.0010894,              0.0010894
                     37,                0.09036,                0.75694,                0.86751,                0.49857,                      1,                0.53611,                0.53611,                0.16462,                0.77079,                0.51775,              0.0010729,              0.0010729,              0.0010729
                     38,                0.08945,                0.76169,                0.86764,                 0.4995,                      1,                0.52369,                0.52369,                0.12015,                 0.7768,                0.46037,              0.0010564,              0.0010564,              0.0010564
                     39,                0.08518,                0.75509,                0.86519,                0.49813,                0.99769,                 0.5299,                0.52982,                0.16668,                0.78338,                 0.5225,              0.0010399,              0.0010399,              0.0010399
                     40,                 0.0832,                0.75495,                0.86186,                0.49931,                      1,                0.53176,                0.53175,                0.11905,                0.75343,                0.46886,              0.0010234,              0.0010234,              0.0010234
                     41,                0.08193,                0.75316,                0.86485,                0.49904,                      1,                0.53604,                0.53603,                0.14601,                0.79334,                 0.4875,              0.0010069,              0.0010069,              0.0010069
                     42,                0.08376,                0.75718,                0.86912,                0.49926,                      1,                0.52724,                0.52616,                0.11839,                0.75958,                0.46686,             0.00099036,             0.00099036,             0.00099036
                     43,                0.08227,                0.75274,                0.86946,                0.49917,                0.99769,                0.53119,                0.53119,                0.14071,                0.76516,                0.48792,             0.00097386,             0.00097386,             0.00097386
                     44,                0.11855,                0.84161,                0.90524,                 0.4985,                      1,                0.53962,                0.53928,                0.14568,                0.77334,                0.50405,             0.00095736,             0.00095736,             0.00095736
                     45,                0.07992,                0.75539,                0.86815,                0.49695,                0.99764,                0.54367,                0.54367,                0.15344,                0.81449,                0.49205,             0.00094085,             0.00094085,             0.00094085
                     46,                0.08988,                0.75656,                0.87891,                0.49937,                      1,                0.54106,                0.54106,                 0.1202,                 0.7593,                0.46701,             0.00092435,             0.00092435,             0.00092435
                     47,                0.07945,                0.75204,                0.86389,                0.49913,                0.99769,                0.53196,                0.53196,                0.12784,                0.76753,                0.46968,             0.00090785,             0.00090785,             0.00090785
                     48,                0.07419,                 0.7503,                0.86486,                0.49937,                0.99769,                0.55223,                0.55193,                0.12968,                0.75754,                0.47552,             0.00089134,             0.00089134,             0.00089134
                     49,                0.07466,                 0.7475,                 0.8654,                0.49868,                      1,                0.54216,                0.54197,                0.12979,                0.76987,                0.46864,             0.00087484,             0.00087484,             0.00087484
                     50,                0.07402,                0.74784,                0.86981,                0.49954,                0.99769,                0.53077,                0.53077,                  0.129,                0.79093,                0.47315,             0.00085834,             0.00085834,             0.00085834
                     51,                0.07108,                0.75035,                 0.8608,                0.49887,                      1,                0.53891,                0.53858,                0.13455,                0.76477,                0.48216,             0.00084184,             0.00084184,             0.00084184
                     52,                0.07565,                0.75735,                0.86694,                0.49858,                      1,                0.52997,                0.52991,                0.14149,                0.78613,                0.49384,             0.00082533,             0.00082533,             0.00082533
                     53,                0.07521,                0.75377,                 0.8643,                0.49733,                      1,                0.54871,                0.54842,                0.11369,                0.77859,                0.45207,             0.00080883,             0.00080883,             0.00080883
                     54,                0.07444,                0.74957,                0.85592,                0.49863,                      1,                0.54507,                0.54471,                0.14142,                0.76981,                 0.4913,             0.00079233,             0.00079233,             0.00079233
                     55,                0.07571,                0.75267,                0.86207,                0.49993,                0.99961,                 0.5281,                 0.5281,                0.11386,                0.75683,                0.45592,             0.00077582,             0.00077582,             0.00077582
                     56,                0.07263,                0.75123,                0.86064,                0.49849,                      1,                0.53656,                 0.5357,                0.11018,                0.77046,                  0.457,             0.00075932,             0.00075932,             0.00075932
                     57,                0.06994,                0.74878,                0.86423,                0.49857,                      1,                0.54583,                0.54577,                0.12078,                0.75789,                 0.4681,             0.00074282,             0.00074282,             0.00074282
                     58,                0.06551,                0.74777,                0.85942,                0.49862,                      1,                0.54989,                0.54989,                0.10614,                0.74333,                0.46108,             0.00072631,             0.00072631,             0.00072631
                     59,                0.07115,                0.74949,                0.86596,                 0.4986,                      1,                0.56013,                0.55946,                0.09647,                0.74137,                0.43804,             0.00070981,             0.00070981,             0.00070981
                     60,                0.06766,                0.74919,                0.86136,                0.49862,                      1,                0.54292,                0.54061,                0.10265,                0.74381,                0.44253,             0.00069331,             0.00069331,             0.00069331
                     61,                0.06309,                 0.7514,                 0.8595,                0.49864,                      1,                 0.5433,                 0.5433,                0.10714,                0.75714,                0.45253,              0.0006768,              0.0006768,              0.0006768
                     62,                0.06735,                0.74764,                0.86273,                0.49845,                      1,                0.55332,                0.55167,                0.09243,                0.74815,                0.43722,              0.0006603,              0.0006603,              0.0006603
                     63,                0.06481,                0.74565,                0.85931,                0.49854,                      1,                0.54336,                0.54336,                 0.0989,                0.75197,                0.44543,              0.0006438,              0.0006438,              0.0006438
                     64,                0.05935,                0.74402,                 0.8599,                0.49855,                      1,                0.55135,                0.55119,                 0.1184,                0.75088,                0.46246,             0.00062729,             0.00062729,             0.00062729
                     65,                0.06019,                0.74565,                0.86377,                 0.4998,                      1,                0.55771,                0.55771,                0.09036,                 0.7373,                0.43159,             0.00061079,             0.00061079,             0.00061079
                     66,                0.06003,                 0.7449,                0.85779,                0.49993,                0.99968,                0.56492,                0.56492,                0.10218,                0.74373,                0.44602,             0.00059429,             0.00059429,             0.00059429
                     67,                0.05921,                 0.7442,                0.86231,                0.49859,                      1,                0.57228,                0.57193,                0.10523,                0.75388,                0.45441,             0.00057778,             0.00057778,             0.00057778
                     68,                0.05966,                0.74326,                0.86176,                0.49908,                      1,                 0.5891,                 0.5891,                0.10716,                0.74622,                0.45562,             0.00056128,             0.00056128,             0.00056128
                     69,                    inf,                0.74178,                 0.8594,                0.49835,                      1,                 0.6175,                 0.6175,                0.11546,                0.74532,                0.45826,             0.00054478,             0.00054478,             0.00054478
                     70,                0.06772,                0.74801,                0.87792,                0.49975,                      1,                0.56787,                0.56782,                0.10765,                0.74734,                0.45548,             0.00052827,             0.00052827,             0.00052827
                     71,                0.05858,                0.74121,                0.86165,                0.49854,                      1,                0.61911,                0.61899,                 0.1124,                0.74868,                0.45698,             0.00051177,             0.00051177,             0.00051177
                     72,                0.05626,                0.74529,                0.86055,                 0.4987,                      1,                0.61718,                0.61707,                0.11951,                0.74425,                0.46861,             0.00049527,             0.00049527,             0.00049527
                     73,                0.05716,                0.74343,                0.86131,                0.49841,                      1,                0.61576,                0.61575,                0.10064,                0.76502,                0.44458,             0.00047876,             0.00047876,             0.00047876
                     74,                0.05731,                0.74294,                0.85843,                0.49857,                0.99801,                0.62856,                0.62856,                0.10092,                0.77805,                0.43098,             0.00046226,             0.00046226,             0.00046226
                     75,                 0.0577,                0.74384,                0.85984,                0.49822,                0.99727,                0.62503,                0.62502,                0.10605,                0.73722,                 0.4499,             0.00044576,             0.00044576,             0.00044576
                     76,                0.10774,                0.78934,                0.94458,                0.51573,                0.95902,                0.64235,                0.63938,                0.12443,                 0.7449,                0.46541,             0.00042925,             0.00042925,             0.00042925
                     77,                 0.0576,                0.74603,                0.85445,                0.49883,                0.99727,                0.63181,                0.63168,                0.11638,                0.73924,                0.46602,             0.00041275,             0.00041275,             0.00041275
                     78,                0.05529,                0.73693,                0.86062,                0.49864,                      1,                0.62389,                0.62343,                0.10969,                0.74272,                0.45147,             0.00039625,             0.00039625,             0.00039625
                     79,                0.05281,                0.73671,                0.86375,                0.50884,                0.97566,                0.63233,                 0.6323,                0.10754,                0.75793,                0.44892,             0.00037974,             0.00037974,             0.00037974
                     80,                0.05128,                0.73589,                0.85575,                0.51624,                0.97268,                0.62279,                0.62273,                0.10377,                0.75275,                0.44921,             0.00036324,             0.00036324,             0.00036324
                     81,                0.07355,                0.74986,                0.88613,                0.50751,                0.96277,                0.64723,                0.64713,                0.10231,                0.73373,                0.44695,             0.00034674,             0.00034674,             0.00034674
                     82,                 0.0502,                0.73585,                0.85205,                0.50319,                0.99454,                0.63358,                0.63343,                0.11864,                0.73166,                0.45451,             0.00033023,             0.00033023,             0.00033023
                     83,                0.05078,                0.72849,                0.85997,                0.50145,                0.97917,                0.63829,                0.63819,                0.11124,                0.73573,                0.45186,             0.00031373,             0.00031373,             0.00031373
                     84,                0.04943,                0.73873,                0.86243,                0.52859,                0.95953,                0.65088,                0.64706,                0.12221,                 0.7581,                0.47117,             0.00029723,             0.00029723,             0.00029723
                     85,                    inf,                0.73635,                0.86314,                 0.5027,                 0.9918,                0.63233,                0.63221,                0.09751,                 0.7276,                0.44321,             0.00028072,             0.00028072,             0.00028072
                     86,                0.05703,                0.72913,                0.86787,                0.51676,                0.95856,                 0.6533,                0.65285,                0.09823,                0.73484,                0.44647,             0.00026422,             0.00026422,             0.00026422
                     87,                0.04801,                0.73357,                0.86415,                0.51322,                0.99083,                0.65215,                0.65157,                0.09811,                0.72357,                0.44577,             0.00024772,             0.00024772,             0.00024772
                     88,                0.04625,                0.73413,                0.86286,                0.52793,                0.97268,                0.66951,                0.66931,                0.09877,                0.72741,                0.44577,             0.00023121,             0.00023121,             0.00023121
                     89,                0.04488,                0.72615,                0.86084,                0.52926,                0.93966,                0.66979,                0.66953,                 0.0968,                0.71011,                0.44316,             0.00021471,             0.00021471,             0.00021471
                     90,                0.04504,                 0.7232,                0.86071,                0.53001,                0.95124,                 0.6786,                0.67856,                0.09808,                0.70767,                0.44489,             0.00019821,             0.00019821,             0.00019821
                     91,                0.04366,                0.73508,                0.84325,                0.49919,                      1,                0.63051,                0.63051,                0.10734,                0.74806,                0.45109,              0.0001817,              0.0001817,              0.0001817
                     92,                0.03849,                0.70224,                0.83874,                0.50521,                0.99537,                0.60546,                0.60543,                0.10254,                0.74641,                0.44723,              0.0001652,              0.0001652,              0.0001652
                     93,                0.03647,                0.69878,                0.83846,                0.51641,                0.98305,                0.65147,                0.65144,                0.10658,                0.73201,                0.45021,              0.0001487,              0.0001487,              0.0001487
                     94,                0.03485,                0.69885,                0.84008,                0.50209,                0.99454,                0.63752,                0.63751,                0.10297,                0.76135,                0.44714,             0.00013219,             0.00013219,             0.00013219
                     95,                0.03413,                0.69948,                0.83592,                0.51534,                0.96123,                 0.6484,                0.64834,                0.10677,                0.72392,                0.45282,             0.00011569,             0.00011569,             0.00011569
                     96,                 0.0341,                0.68727,                0.83796,                0.51374,                0.97791,                0.66214,                 0.6621,                0.10956,                0.71768,                0.45426,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.03316,                0.69121,                0.83682,                0.51596,                0.98856,                0.66354,                0.66347,                 0.0955,                0.71179,                0.43925,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.03199,                0.68523,                 0.8355,                0.51438,                0.99032,                0.66523,                0.66518,                    0.1,                0.71862,                0.44441,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 0.0303,                0.68074,                0.83582,                0.53139,                0.94014,                  0.673,                0.67299,                0.10279,                0.71844,                0.44811,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.03016,                0.68196,                0.83813,                0.51568,                0.98907,                 0.6524,                0.65239,                0.10207,                0.72782,                0.44726,             3.3173e-05,             3.3173e-05,             3.3173e-05
