                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.05615,                0.73188,                0.85919,                0.49565,                      1,                0.52196,                0.51476,                0.04832,                0.73242,                0.83302,             0.00047051,             0.00047051,             0.00047051
                    147,                 0.0542,                0.73258,                0.86191,                0.49847,                      1,                0.51407,                0.51081,                0.05808,                0.72324,                0.80817,             0.00046226,             0.00046226,             0.00046226
                    148,                0.05255,                0.72933,                0.85572,                0.49663,                      1,                0.52423,                 0.5225,                 0.0455,                0.72071,                0.83308,             0.00045401,             0.00045401,             0.00045401
                    149,                 0.0531,                0.73174,                0.85758,                0.49774,                      1,                0.53252,                 0.5324,                0.04571,                0.71721,                0.83092,             0.00044576,             0.00044576,             0.00044576
                    150,                 0.0548,                0.72805,                0.85936,                0.49742,                      1,                0.52124,                0.51921,                0.04063,                0.72652,                0.82985,              0.0004375,              0.0004375,              0.0004375
                    151,                0.05451,                 0.7331,                 0.8589,                0.49789,                      1,                0.53826,                0.53808,                0.04832,                0.71828,                0.78061,             0.00042925,             0.00042925,             0.00042925
                    152,                0.05316,                0.73227,                0.85841,                 0.4985,                      1,                0.53498,                0.53453,                 0.0543,                 0.7424,                0.78993,               0.000421,               0.000421,               0.000421
                    153,                0.05334,                0.73141,                  0.857,                0.49859,                      1,                0.51187,                0.50835,                0.05489,                0.72113,                0.76403,             0.00041275,             0.00041275,             0.00041275
                    154,                0.05308,                0.73223,                0.85701,                0.49862,                      1,                0.52632,                 0.5242,                0.06016,                0.71824,                0.76108,              0.0004045,              0.0004045,              0.0004045
                    155,                0.05206,                0.72813,                0.86254,                0.49827,                      1,                0.52659,                0.52592,                0.05283,                0.71917,                0.75848,             0.00039625,             0.00039625,             0.00039625
                    156,                0.05229,                0.72834,                0.85905,                0.49818,                      1,                0.52195,                0.52011,                0.05182,                0.71518,                0.76053,             0.00038799,             0.00038799,             0.00038799
                    157,                0.07042,                 0.7466,                0.88137,                0.49855,                      1,                0.51806,                0.51448,                0.05094,                0.72235,                0.76061,             0.00037974,             0.00037974,             0.00037974
                    158,                0.05064,                0.72985,                0.85769,                0.49874,                      1,                0.53862,                0.53668,                0.05717,                0.72781,                0.77499,             0.00037149,             0.00037149,             0.00037149
                    159,                0.05324,                0.73308,                0.86039,                0.49943,                      1,                0.51789,                0.51789,                0.05796,                0.71909,                0.76064,             0.00036324,             0.00036324,             0.00036324
                    160,                0.05132,                0.73074,                0.85667,                0.49618,                      1,                 0.5238,                0.51778,                0.05569,                0.72794,                0.75791,             0.00035499,             0.00035499,             0.00035499
                    161,                0.05037,                0.72984,                0.86216,                0.49854,                      1,                0.53538,                0.52505,                0.05153,                0.71865,                0.75932,             0.00034674,             0.00034674,             0.00034674
                    162,                0.04945,                0.72931,                0.85266,                0.49861,                      1,                0.54692,                0.53967,                0.04804,                0.72074,                0.76294,             0.00033848,             0.00033848,             0.00033848
                    163,                0.05187,                0.73016,                0.85874,                0.49972,                      1,                0.55421,                0.55034,                0.05372,                 0.7267,                0.77516,             0.00033023,             0.00033023,             0.00033023
                    164,                0.04774,                 0.7271,                0.85857,                0.49853,                      1,                0.55933,                0.55606,                0.06105,                 0.7311,                0.76517,             0.00032198,             0.00032198,             0.00032198
                    165,                0.04801,                0.72981,                0.85465,                0.49891,                      1,                0.53623,                0.53602,                0.05402,                0.74569,                0.77807,             0.00031373,             0.00031373,             0.00031373
                    166,                0.05034,                0.72863,                0.85587,                 0.4991,                      1,                 0.5467,                0.54586,                0.05464,                0.76052,                0.76981,             0.00030548,             0.00030548,             0.00030548
                    167,                0.04865,                0.72957,                 0.8626,                0.49835,                0.99769,                0.52859,                0.52418,                0.06144,                 0.7374,                 0.7668,             0.00029723,             0.00029723,             0.00029723
                    168,                0.04803,                0.72993,                0.85913,                0.49765,                      1,                0.52565,                0.51545,                0.06121,                0.76196,                0.76242,             0.00028897,             0.00028897,             0.00028897
                    169,                0.04368,                0.72669,                0.86501,                0.49189,                0.99769,                0.52418,                0.51979,                0.06119,                0.79462,                0.76283,             0.00028072,             0.00028072,             0.00028072
                    170,                0.04494,                0.72908,                0.86199,                0.49829,                 0.9995,                0.54159,                0.54057,                0.06132,                0.73162,                0.76552,             0.00027247,             0.00027247,             0.00027247
                    171,                0.04986,                0.73302,                0.86513,                0.49553,                      1,                0.52164,                0.51941,                0.05913,                0.73626,                0.76192,             0.00026422,             0.00026422,             0.00026422
                    172,                0.04615,                0.72705,                0.85799,                0.49742,                      1,                0.53566,                0.53391,                0.06467,                0.73328,                0.76273,             0.00025597,             0.00025597,             0.00025597
                    173,                    inf,                0.72613,                0.85285,                 0.4977,                      1,                 0.5222,                0.51975,                0.05919,                0.74689,                0.76623,             0.00024772,             0.00024772,             0.00024772
                    174,                0.04416,                0.72471,                 0.8617,                0.49815,                      1,                0.54599,                 0.5449,                 0.0569,                0.73882,                0.76101,             0.00023946,             0.00023946,             0.00023946
                    175,                0.04407,                0.72487,                0.85711,                0.49842,                      1,                0.53098,                0.52997,                0.05966,                0.72767,                0.76138,             0.00023121,             0.00023121,             0.00023121
                    176,                 0.0443,                0.72366,                0.86203,                0.49851,                      1,                0.53128,                0.53069,                 0.0583,                0.72738,                0.76203,             0.00022296,             0.00022296,             0.00022296
                    177,                0.04355,                0.72766,                0.85278,                0.49853,                      1,                0.54024,                0.54024,                0.06034,                0.72432,                0.76271,             0.00021471,             0.00021471,             0.00021471
                    178,                0.04241,                0.72675,                0.85189,                0.49849,                      1,                0.53362,                0.53125,                0.06836,                0.72852,                0.76541,             0.00020646,             0.00020646,             0.00020646
                    179,                0.04422,                0.72742,                0.85815,                0.49854,                      1,                0.53183,                0.53148,                0.06912,                0.72135,                0.76512,             0.00019821,             0.00019821,             0.00019821
                    180,                0.05199,                0.72806,                0.86895,                0.49852,                      1,                0.50809,                0.50694,                 0.0642,                0.72327,                0.76412,             0.00018995,             0.00018995,             0.00018995
                    181,                0.04269,                0.72479,                0.85337,                0.49851,                      1,                0.50406,                0.50263,                0.05915,                0.72527,                0.76376,              0.0001817,              0.0001817,              0.0001817
                    182,                0.04079,                0.72291,                0.85101,                0.49853,                      1,                0.52319,                0.52216,                0.06209,                0.72225,                0.76401,             0.00017345,             0.00017345,             0.00017345
                    183,                0.04017,                0.72478,                0.85553,                0.49848,                      1,                0.52788,                0.52627,                0.06598,                0.72311,                0.76531,              0.0001652,              0.0001652,              0.0001652
                    184,                0.04155,                0.72759,                0.86315,                 0.4986,                      1,                0.54047,                0.53989,                0.06393,                0.71941,                0.76397,             0.00015695,             0.00015695,             0.00015695
                    185,                0.05192,                 0.7804,                0.86943,                0.49856,                      1,                0.51618,                0.51485,                0.05798,                0.71974,                0.76475,              0.0001487,              0.0001487,              0.0001487
                    186,                0.04138,                0.72559,                0.85531,                0.49854,                      1,                0.51705,                0.51524,                0.04923,                0.72164,                 0.7637,             0.00014044,             0.00014044,             0.00014044
                    187,                0.04003,                0.72438,                0.86075,                0.49851,                      1,                0.51948,                 0.5171,                0.04662,                0.72044,                0.76358,             0.00013219,             0.00013219,             0.00013219
                    188,                0.04049,                0.72303,                 0.8504,                0.49881,                      1,                0.52123,                0.51769,                0.04749,                 0.7242,                0.78066,             0.00012394,             0.00012394,             0.00012394
                    189,                0.04007,                0.72288,                 0.8548,                0.49854,                      1,                0.52765,                0.52637,                0.05005,                0.71774,                0.76939,             0.00011569,             0.00011569,             0.00011569
                    190,                0.04079,                0.72407,                0.85673,                0.49852,                      1,                0.54109,                0.54057,                0.05011,                0.71698,                 0.7625,             0.00010744,             0.00010744,             0.00010744
                    191,                0.06982,                0.82373,                0.87352,                0.49827,                      1,                0.53983,                0.53202,                0.05377,                0.84723,                0.76329,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.04049,                0.72828,                0.83421,                0.49859,                      1,                0.54109,                 0.5388,                0.05099,                0.72619,                0.76155,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.04227,                0.71409,                0.83833,                0.49859,                      1,                0.52869,                0.52426,                0.05189,                 0.7201,                0.76321,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                 0.0418,                 0.7108,                0.83392,                0.49863,                      1,                0.52447,                0.52299,                0.05773,                0.72169,                0.75783,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.03958,                  0.709,                 0.8331,                0.49864,                      1,                0.53833,                 0.5357,                0.05541,                0.71791,                0.75935,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.03842,                0.70684,                0.83751,                0.49864,                      1,                0.52907,                0.52641,                0.05416,                0.71723,                0.75809,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.03763,                0.70722,                0.83318,                 0.4986,                      1,                0.53064,                0.52809,                0.05869,                 0.7244,                 0.7453,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.03666,                 0.7062,                 0.8275,                0.49862,                      1,                0.53754,                 0.5354,                0.05741,                0.72362,                0.74143,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.03667,                0.70591,                0.83213,                0.49863,                      1,                0.52862,                0.52768,                0.05718,                0.72169,                0.74734,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.03629,                0.70551,                0.83253,                0.49864,                      1,                0.52018,                0.51983,                0.05552,                0.71954,                0.74939,             2.4922e-05,             2.4922e-05,             2.4922e-05
