                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.04337,                0.73711,                 0.8604,                0.49978,                      1,                0.54016,                0.54016,                0.08733,                 0.7349,                0.42667,             0.00036324,             0.00036324,             0.00036324
                    160,                0.04208,                0.73457,                0.85362,                0.49931,                      1,                0.55251,                0.55251,                0.08102,                0.73568,                0.42218,             0.00035499,             0.00035499,             0.00035499
                    161,                0.04244,                0.73277,                0.85981,                0.49963,                      1,                0.54783,                0.54783,                 0.0763,                0.73195,                0.41564,             0.00034674,             0.00034674,             0.00034674
                    162,                0.04315,                0.73405,                0.85408,                0.49862,                      1,                 0.5454,                0.54539,                 0.0782,                0.73738,                 0.4167,             0.00033848,             0.00033848,             0.00033848
                    163,                 0.0421,                 0.7323,                0.85732,                0.49864,                      1,                0.54018,                0.54017,                0.07424,                0.73024,                0.41435,             0.00033023,             0.00033023,             0.00033023
                    164,                0.04032,                 0.7313,                0.85865,                0.49856,                      1,                 0.5421,                0.54209,                0.07475,                0.73444,                0.41901,             0.00032198,             0.00032198,             0.00032198
                    165,                0.04235,                0.73335,                0.85504,                0.49911,                      1,                0.54403,                0.54402,                0.07973,                0.73541,                0.42202,             0.00031373,             0.00031373,             0.00031373
                    166,                0.04298,                0.73202,                0.85571,                0.49928,                      1,                0.53805,                0.53805,                0.06593,                 0.7278,                0.40572,             0.00030548,             0.00030548,             0.00030548
                    167,                0.04407,                0.73827,                0.86442,                0.49911,                      1,                0.53967,                0.53967,                0.06364,                0.73253,                0.40559,             0.00029723,             0.00029723,             0.00029723
                    168,                0.04207,                0.73418,                 0.8585,                0.49902,                      1,                0.54857,                0.54823,                 0.0584,                0.72252,                0.39871,             0.00028897,             0.00028897,             0.00028897
                    169,                0.03758,                 0.7308,                0.86497,                0.49862,                      1,                0.54291,                0.54289,                0.05688,                0.72473,                0.39643,             0.00028072,             0.00028072,             0.00028072
                    170,                    inf,                0.73266,                0.86263,                0.49863,                      1,                0.53819,                0.53819,                 0.0656,                0.72789,                0.40428,             0.00027247,             0.00027247,             0.00027247
                    171,                0.04347,                0.73297,                0.86437,                0.49873,                      1,                0.55138,                0.55138,                0.06927,                0.72995,                0.40996,             0.00026422,             0.00026422,             0.00026422
                    172,                0.03946,                0.73288,                0.85895,                0.49896,                      1,                0.56091,                0.56091,                 0.0725,                0.72929,                0.41323,             0.00025597,             0.00025597,             0.00025597
                    173,                 0.0368,                0.72872,                0.85471,                0.49892,                      1,                0.55206,                0.55206,                0.07108,                0.73084,                0.41401,             0.00024772,             0.00024772,             0.00024772
                    174,                0.03666,                 0.7287,                0.86037,                0.49868,                      1,                0.56612,                0.56612,                0.06794,                0.72815,                0.40959,             0.00023946,             0.00023946,             0.00023946
                    175,                0.03532,                0.72936,                0.85714,                0.49853,                      1,                0.56394,                0.56394,                0.07587,                0.73207,                0.41711,             0.00023121,             0.00023121,             0.00023121
                    176,                0.03762,                 0.7286,                0.86166,                0.49862,                      1,                0.57652,                0.57652,                0.07905,                0.73427,                0.41885,             0.00022296,             0.00022296,             0.00022296
                    177,                0.03706,                0.73107,                0.85335,                0.49853,                      1,                0.57863,                0.57863,                0.07984,                0.73272,                0.42139,             0.00021471,             0.00021471,             0.00021471
                    178,                0.03622,                0.73319,                0.85098,                0.49859,                      1,                0.57677,                0.57676,                0.07446,                0.73061,                0.41526,             0.00020646,             0.00020646,             0.00020646
                    179,                0.03703,                0.73057,                0.85734,                 0.4987,                      1,                0.56913,                0.56913,                0.07255,                0.72725,                0.41353,             0.00019821,             0.00019821,             0.00019821
                    180,                0.04534,                0.74585,                0.86685,                0.49869,                      1,                0.58055,                0.58055,                0.07499,                0.72783,                0.41611,             0.00018995,             0.00018995,             0.00018995
                    181,                0.03737,                 0.7307,                0.85347,                0.49856,                      1,                0.59218,                0.59217,                0.08008,                0.73013,                0.42093,              0.0001817,              0.0001817,              0.0001817
                    182,                0.03399,                 0.7287,                0.85037,                0.49869,                      1,                0.59368,                0.59361,                0.07839,                0.72979,                0.42155,             0.00017345,             0.00017345,             0.00017345
                    183,                0.03396,                0.72852,                0.85655,                0.49868,                      1,                0.59183,                0.59183,                0.07421,                0.72539,                0.41453,              0.0001652,              0.0001652,              0.0001652
                    184,                0.05018,                0.73781,                0.87913,                0.49875,                      1,                0.60145,                0.60145,                0.07703,                 0.7273,                0.41925,             0.00015695,             0.00015695,             0.00015695
                    185,                0.07451,                0.75736,                0.91113,                0.49913,                      1,                0.59646,                0.59646,                 0.0782,                0.72809,                0.41904,              0.0001487,              0.0001487,              0.0001487
                    186,                0.03436,                0.72961,                0.85485,                0.49891,                      1,                 0.6145,                 0.6145,                0.07988,                0.72838,                0.42019,             0.00014044,             0.00014044,             0.00014044
                    187,                0.03272,                0.72837,                 0.8606,                0.49924,                      1,                0.62709,                0.62708,                0.07399,                0.72407,                0.41581,             0.00013219,             0.00013219,             0.00013219
                    188,                0.03334,                0.72582,                0.85118,                0.49921,                      1,                0.62215,                0.62214,                0.07683,                0.72368,                 0.4171,             0.00012394,             0.00012394,             0.00012394
                    189,                0.03391,                0.72825,                 0.8548,                0.49924,                      1,                0.62253,                0.62253,                0.07576,                0.72304,                0.41655,             0.00011569,             0.00011569,             0.00011569
                    190,                0.03413,                 0.7301,                0.85678,                0.49897,                      1,                0.63149,                0.63149,                 0.0715,                0.72192,                0.41377,             0.00010744,             0.00010744,             0.00010744
                    191,                0.06685,                0.75917,                0.88514,                0.49867,                      1,                0.58322,                0.58321,                0.07151,                0.75067,                0.40956,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.03023,                 0.7135,                0.82978,                0.49865,                      1,                0.58584,                0.58583,                0.06592,                0.74609,                 0.4019,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                 0.0285,                0.70831,                0.83648,                 0.4986,                      1,                0.61161,                 0.6116,                0.06229,                0.73284,                0.39947,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.02858,                0.71324,                0.83261,                 0.4981,                      1,                0.61944,                0.61944,                0.07412,                0.73157,                0.41235,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.02669,                0.70595,                 0.8354,                 0.4986,                      1,                0.63231,                0.63231,                0.07401,                0.72238,                0.41437,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.02577,                 0.7077,                0.83675,                0.49887,                      1,                0.61536,                0.61535,                0.07258,                0.72628,                0.41406,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                 0.0258,                0.70793,                 0.8346,                 0.5006,                0.99727,                0.63066,                0.63065,                0.07492,                0.72537,                0.41607,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                 0.0258,                0.70083,                0.83115,                0.50061,                      1,                0.63092,                0.63092,                0.07303,                0.72861,                0.41406,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.02495,                0.70805,                0.83312,                0.50085,                      1,                0.63399,                0.63399,                0.07163,                 0.7263,                0.41316,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.02499,                0.70438,                0.83405,                0.49999,                 0.9984,                0.63503,                0.63503,                0.07188,                0.72202,                0.41275,             2.4922e-05,             2.4922e-05,             2.4922e-05
